datetime,Steam Pressure_Main Header,outdoor temperature,Temperature_Concentrated Water,Operating Time_Feed water,Temperature_Exhaust Gas,Volume_Feed water_delta,Temperature_Feed water,Temperature_Tube Wall,Damper Angle,Temperature_Scale,Temperature_External,Operating Status,Operating Code,Input Status,Power Usage_Meter,Steam Pressure,Operating Time_Chemical Injection,Combustion time,Number of Ignition,Gas consumption,Abnormal Blow Down
2024-01-01 10:45:00,0.670454545455,0.859671388489,0.433384912959,0.5,0.237288135593,0.854282157032,0.355072463768,0.844221105528,0.278431372549,0.910526315789,0.666666666667,1,14,16,0.499984397001,0.831325301205,0.5,0.5,0.5,0.990393917998,0
2024-01-01 11:00:00,0.681818181818,0.872123795594,0.445957446809,0.5,0.188861985472,0.854282729639,0.36231884058,0.819095477387,0.149019607843,0.584210526316,0.708333333333,1,14,16,0.499941465672,0.734939759036,0.50000002981,0.500000029812,0.500000029817,0.990392916278,0
2024-01-01 11:15:00,0.693181818182,0.875663739478,0.44946486138,0.500000029811,0.227602905569,0.854274076908,0.36231884058,0.844221105528,0.247058823529,0.894736842105,0.708333333333,1,14,16,0.499970548185,0.819277108434,0.5,0.5,0.5,0.990393676512,0
2024-01-01 11:30:00,0.681818181818,0.87047903067,0.443662153449,0.5,0.230024213075,0.854280566456,0.36231884058,0.839195979899,0.254901960784,0.9,0.75,1,14,16,0.499975395271,0.819277108434,0.5,0.5,0.5,0.990393667568,0
2024-01-01 11:45:00,0.727272727273,0.87511738158,0.44946486138,0.5,0.225181598063,0.854279866603,0.36231884058,0.839195979899,0.188235294118,0.894736842105,0.729166666667,1,14,16,0.499975395271,0.819277108434,0.5,0.5,0.5,0.990393676512,0
2024-01-01 12:00:00,0.715909090909,0.882015150049,0.448252740168,0.5,0.225181598063,0.854277003567,0.36231884058,0.839195979899,0.21568627451,0.894736842105,0.729166666667,1,14,16,0.499967085981,0.819277108434,0.5,0.500000029812,0.5,0.990393487199,0
2024-01-01 12:15:00,0.715909090909,0.880489900916,0.446073500967,0.5,0.222760290557,0.854277321682,0.36231884058,0.839195979899,0.2,0.889473684211,0.75,1,14,16,0.499967085981,0.831325301205,0.5,0.5,0.5,0.990393550303,0
2024-01-01 12:30:00,0.715909090909,0.887626700966,0.447169568021,0.5,0.222760290557,0.854276685452,0.36231884058,0.839195979899,0.2,0.889473684211,0.770833333333,1,14,16,0.499967085981,0.819277108434,0.5,0.5,0.5,0.990393487199,0
2024-01-01 12:45:00,0.727272727273,0.886898223768,0.456350741457,0.5,0.217917675545,0.854276494583,0.369565217391,0.839195979899,0.16862745098,0.884210526316,0.75,1,14,16,0.4999657011,0.819277108434,0.5,0.5,0.5,0.990393487199,0
2024-01-01 13:00:00,0.704545454545,0.887871423775,0.449825918762,0.5,0.222760290557,0.854276112845,0.36231884058,0.839195979899,0.207843137255,0.889473684211,0.791666666667,1,14,16,0.499964316218,0.819277108434,0.5,0.500000029812,0.5,0.990393479746,0
2024-01-01 13:15:00,0.715909090909,0.882379388648,0.448368794326,0.5,0.217917675545,0.854276685452,0.355072463768,0.839195979899,0.188235294118,0.884210526316,0.791666666667,1,14,16,0.499967085981,0.819277108434,0.5,0.5,0.5,0.990393550303,0
2024-01-01 13:30:00,0.704545454545,0.892265051876,0.459136041264,0.5,0.222760290557,0.854275794729,0.369565217391,0.839195979899,0.188235294118,0.884210526316,0.791666666667,1,14,16,0.499963623777,0.819277108434,0.5,0.5,0.5,0.990393479746,0
2024-01-01 13:45:00,0.693181818182,0.890312960634,0.447040618956,0.5,0.232445520581,0.854277258059,0.36231884058,0.839195979899,0.211764705882,0.894736842105,0.791666666667,1,14,16,0.499971240626,0.819277108434,0.5,0.5,0.5,0.990393604961,0
2024-01-01 14:00:00,0.704545454545,0.896357044887,0.466021921341,0.5,0.230024213075,0.854279039504,0.376811594203,0.844221105528,0.219607843137,0.894736842105,0.8125,1,14,16,0.499973317948,0.819277108434,0.5,0.500000029812,0.5,0.990393604961,0
2024-01-01 14:15:00,0.704545454545,0.892452862403,0.458774983881,0.5,0.227602905569,0.854279103127,0.369565217391,0.844221105528,0.258823529412,0.889473684211,0.8125,1,14,16,0.499969163303,0.819277108434,0.5,0.5,0.5,0.990393604961,0
2024-01-01 14:30:00,0.727272727273,0.889459276417,0.474248871696,0.500000029811,0.220338983051,0.85427770342,0.376811594203,0.839195979899,0.192156862745,0.878947368421,0.8125,1,14,16,0.499962238896,0.831325301205,0.5,0.5,0.5,0.99039336099,0
2024-01-01 14:45:00,0.647727272727,0.889703999226,0.478723404255,0.5,0.246973365617,0.854276112845,0.376811594203,0.839195979899,0.38431372549,0.905263157895,0.791666666667,1,14,16,0.499971933067,0.807228915663,0.5,0.5,0.5,0.990393749057,0
2024-01-01 15:00:00,0.704545454545,0.897028609804,0.476905222437,0.5,0.237288135593,0.854285020068,0.376811594203,0.839195979899,0.23137254902,0.9,0.791666666667,1,14,16,0.499987166764,0.819277108434,0.5,0.500000029812,0.5,0.990393865825,0
